LBP1,LBP2,LBP3,LBP4,LBP5,LBP6,LBP7,LBP8,LBP9,LBP10,LBP11,LBP12,LBP13,LBP14,LBP15,LBP16,LBP17,LBP18,LBP19,LBP20,LBP21,LBP22,LBP23,LBP24,LBP25,LBP26,LBP27,LBP28,LBP29,LBP30,LBP31,LBP32,LBP33,LBP34,LBP35,LBP36,LBP37,LBP38,LBP39,LBP40,LBP41,LBP42,LBP43,LBP44,LBP45,LBP46,LBP47,LBP48,LBP49,LBP50,LabelName
0.017431027,0.028610927,0.001021819,0.001442568,0.001322354,0.001081926,0.001562782,0.001983531,0.000961712,0.003967061,0.002644708,0.00180321,0.00180321,0.05133137,0.002464387,0.00378674,0.005289415,0.006371341,0.008234658,0.014726213,0.010278295,0.016288994,0.015146962,0.018753381,0.018693274,0.133677947,0.016649636,0.013704394,0.012562361,0.008715514,0.007573481,0.014125143,0.004628238,0.008955942,0.005710164,0.005048987,0.00300535,0.058904851,0.004267596,0.004748452,0.002043638,0.007092625,0.003846847,0.003906954,0.003245777,0.004207489,0.002163852,0.001502675,0.334315081,0.098395143,Ferramentas
0.01871776,0.052026529,0.001179071,0.001473839,0.002063375,0.001179071,0.001989683,0.003021371,0.001400147,0.003831982,0.002505527,0.000663228,0.001842299,0.047162859,0.002137067,0.003168755,0.006779661,0.004642594,0.007811349,0.017391304,0.009285188,0.020486367,0.017686072,0.018128224,0.01871776,0.120412675,0.013927782,0.014664702,0.018791452,0.007295505,0.007885041,0.020191599,0.002358143,0.013706706,0.005084746,0.001989683,0.002652911,0.04532056,0.002431835,0.006042741,0.001473839,0.014959469,0.005674282,0.003684598,0.003537214,0.005526898,0.003463522,0.002210759,0.275681651,0.135740604,Musica
0.020568562,0.038795987,0.001923077,0.002591973,0.002257525,0.001755853,0.001337793,0.003010033,0.001421405,0.003177258,0.001588629,0.001505017,0.001839465,0.048745819,0.003010033,0.00326087,0.005351171,0.005852843,0.009866221,0.020401338,0.013545151,0.027591973,0.022324415,0.020317726,0.024414716,0.136371237,0.016471572,0.019147157,0.017307692,0.006187291,0.006103679,0.014966555,0.002675585,0.011705686,0.004347826,0.003846154,0.003595318,0.047575251,0.002006689,0.003344482,0.001254181,0.009615385,0.003762542,0.002675585,0.004598662,0.00493311,0.001588629,0.001254181,0.289799331,0.098411371,Telefone
0.03676124,0.049109247,0.003958903,0.004430201,0.003110567,0.003864643,0.003016307,0.00452446,0.002922047,0.007446508,0.004147422,0.002639269,0.001696673,0.039400509,0.003299086,0.005467056,0.012630785,0.010651334,0.015835611,0.026769724,0.016589688,0.025544349,0.022151004,0.0230936,0.024696013,0.08766142,0.019228957,0.018286361,0.02083137,0.015741352,0.014515977,0.022810821,0.006409652,0.015175794,0.009425959,0.006692431,0.006032614,0.03676124,0.00461872,0.007446508,0.003676124,0.014704496,0.005655575,0.006126873,0.005938354,0.006786691,0.004995758,0.003016307,0.16580262,0.137901782,Internet
0.018748277,0.037289771,0.001585332,0.00220568,0.001171767,0.00137855,0.003101737,0.001998897,0.001585332,0.003928867,0.002274607,0.002067825,0.00137855,0.040736146,0.00220568,0.003377447,0.005445272,0.005307417,0.009580921,0.013303005,0.010201268,0.017645437,0.017714364,0.025503171,0.027226358,0.112765371,0.017990074,0.013578715,0.011993383,0.007513096,0.008271299,0.01344086,0.005652054,0.011097326,0.004824924,0.005927764,0.004342432,0.045354287,0.004549214,0.006065619,0.003446374,0.009167356,0.005583127,0.004893852,0.004480287,0.004066722,0.002067825,0.000758202,0.321546733,0.113661428,Mensagem
0.021583225,0.036951028,0.001366027,0.001912438,0.002458848,0.001775835,0.001707534,0.003415067,0.001570931,0.003893177,0.002458848,0.001161123,0.001570931,0.049518476,0.003005259,0.004849396,0.005395806,0.006283724,0.010108599,0.018577966,0.01065501,0.020217198,0.018373062,0.023085855,0.023768868,0.117000205,0.017826651,0.016597227,0.014411584,0.00812786,0.007581449,0.01625572,0.003278465,0.008401066,0.005532409,0.004849396,0.002868657,0.050816201,0.002663752,0.004712793,0.002595451,0.009493887,0.004234683,0.003756574,0.004917697,0.004712793,0.003619971,0.001980739,0.30052592,0.107574619,Galeria
0.030188083,0.049628576,0.002212739,0.002370792,0.002607871,0.001501502,0.002449818,0.004188399,0.002291765,0.004425478,0.003793267,0.002054686,0.003003003,0.039750277,0.004267425,0.006401138,0.008455824,0.00766556,0.010431484,0.018966335,0.010984669,0.021969338,0.022759602,0.024577209,0.029555872,0.096807334,0.020546863,0.018571203,0.016990675,0.010826616,0.013039355,0.024735262,0.005294768,0.0155682,0.008534851,0.005294768,0.005531848,0.041172752,0.004899636,0.008534851,0.003477161,0.010668563,0.005531848,0.005294768,0.00482061,0.005452821,0.002765924,0.002133713,0.214951794,0.132053106,Contactos
0.034943978,0.038095238,0.002380952,0.004201681,0.003501401,0.003781513,0.004411765,0.005742297,0.002871148,0.005812325,0.004271709,0.003081232,0.003781513,0.028361345,0.004901961,0.007142857,0.008613445,0.007633053,0.009943978,0.020518207,0.014565826,0.022689076,0.019467787,0.023879552,0.019817927,0.072969188,0.021358543,0.017857143,0.020588235,0.012535014,0.013655462,0.021778711,0.008823529,0.014285714,0.010084034,0.008123249,0.006792717,0.030112045,0.003991597,0.007773109,0.003641457,0.012815126,0.006652661,0.005882353,0.003641457,0.005252101,0.002310924,0.001680672,0.255112045,0.127871148,Galaxy_Store
0.018292683,0.028184282,0.001287263,0.001490515,0.001219512,0.002913279,0.001558266,0.002439024,0.002168022,0.003794038,0.00304878,0.002845528,0.002303523,0.038346883,0.002845528,0.004336043,0.004607046,0.007181572,0.008468835,0.01504065,0.012872629,0.018699187,0.015582656,0.016869919,0.018495935,0.118495935,0.015311653,0.010636856,0.010636856,0.007926829,0.00697832,0.012195122,0.004268293,0.007249322,0.004403794,0.00596206,0.002506775,0.041937669,0.003116531,0.004878049,0.002371274,0.007723577,0.003590786,0.005149051,0.004065041,0.005352304,0.004336043,0.003387534,0.37703252,0.095596206,S_Planner
0.023991603,0.03688709,0.001949318,0.00239916,0.00299895,0.002624082,0.002324187,0.003523767,0.002174239,0.005323137,0.002699055,0.002923977,0.002099265,0.046108862,0.004198531,0.004273504,0.007497376,0.010421353,0.01357025,0.024591393,0.017618833,0.026165842,0.024066577,0.025790973,0.026990553,0.114634878,0.023166892,0.017918728,0.015894437,0.012070775,0.011470985,0.013420303,0.005922927,0.008397061,0.005623032,0.006822612,0.003973609,0.046033888,0.004123557,0.006072874,0.004198531,0.010271405,0.005847953,0.006897586,0.006672665,0.005548058,0.004423452,0.003148898,0.213975109,0.12025791,Email
