ImageID,Source,LabelName,Confidence,XMin,XMax,YMin,YMax,IsOccluded,IsTruncated,IsGroupOf,IsDepiction,IsInside
Camera_Dataset/imagem0,,Ferramentas,1,0.29390104166666664,0.35973958333333333,0.6335555555555555,0.7544259259259259,0,-1,-1,-1,-1
Camera_Dataset/imagem0,,Música,1,0.5286354166666667,0.58875,0.4885185185185185,0.5979351851851852,0,-1,-1,-1,-1
Camera_Dataset/imagem0,,Telefone,1,0.6338333333333334,0.6882239583333334,0.19971296296296295,0.3065833333333333,0,-1,-1,-1,-1
Camera_Dataset/imagem0,,Internet,1,0.53078125,0.584453125,0.19971296296296295,0.2951388888888889,0,-1,-1,-1,-1
Camera_Dataset/imagem0,,Mensagem,1,0.6381302083333333,0.6989583333333333,0.6501018518518519,0.7646018518518518,0,-1,-1,-1,-1
Camera_Dataset/imagem0,,Galeria,1,0.6352656250000001,0.6982447916666668,0.4936111111111111,0.605574074074074,0,-1,-1,-1,-1
Camera_Dataset/imagem0,,Contactos,1,0.6345520833333332,0.6939479166666668,0.34221296296296294,0.4452685185185185,0,-1,-1,-1,-1
Camera_Dataset/imagem0,,Galaxy Store,1,0.18655208333333334,0.24881770833333333,0.4681666666666667,0.5788518518518518,0,-1,-1,-1,-1
Camera_Dataset/imagem0,,S Planner,1,0.19442708333333333,0.25811979166666665,0.31294444444444447,0.42363888888888884,0,-1,-1,-1,-1
Camera_Dataset/imagem0,,E-mail,1,0.30821354166666665,0.36904166666666666,0.32439814814814816,0.43,0,-1,-1,-1,-1
Camera_Dataset/imagem0,,Rádio,1,0.3003645833333334,0.3647395833333333,0.47071296296296294,0.5877592592592592,0,-1,-1,-1,-1
Camera_Dataset/imagem0,,Definições,1,0.3153697916666667,0.375484375,0.18062962962962964,0.28241666666666665,0,-1,-1,-1,-1
Camera_Dataset/imagem0,,S Health,1,0.4105520833333333,0.47424479166666667,0.6373796296296297,0.7569722222222222,0,-1,-1,-1,-1
Camera_Dataset/imagem0,,Vídeo,1,0.5243385416666667,0.58803125,0.6450092592592592,0.760787037037037,0,-1,-1,-1,-1
Camera_Dataset/imagem0,,Calculadora,1,0.4241510416666667,0.48569270833333333,0.19208333333333333,0.29386111111111113,0,-1,-1,-1,-1
Camera_Dataset/imagem0,,S Voice,1,0.4198541666666667,0.4792552083333333,0.3320370370370371,0.4401759259259259,0,-1,-1,-1,-1
Camera_Dataset/imagem0,,Chrome,1,0.41699479166666664,0.477109375,0.48470370370370375,0.5928425925925925,0,-1,-1,-1,-1
Camera_Dataset/imagem0,,Câmara,1,0.527203125,0.5858854166666667,0.3396666666666666,0.4426851851851852,0,-1,-1,-1,-1
Camera_Dataset/imagem0,,Relógio,1,0.20516145833333335,0.26742187500000003,0.17426851851851852,0.27732407407407406,0,-1,-1,-1,-1
Camera_Dataset/imagem0,,Gestor Inteligente,1,0.17510416666666667,0.2409375,0.6323148148148148,0.7480648148148148,0,-1,-1,-1,-1
Camera_Dataset/imagem1,,E-mail,1,0.30821354166666665,0.37119270833333334,0.32439814814814816,0.43,0,-1,-1,-1,-1
Camera_Dataset/imagem1,,S Planner,1,0.19657291666666668,0.260265625,0.31549074074074074,0.4249074074074074,0,-1,-1,-1,-1
Camera_Dataset/imagem1,,Internet,1,0.5279166666666667,0.5894635416666667,0.19844444444444445,0.2964074074074074,0,-1,-1,-1,-1
Camera_Dataset/imagem1,,Galaxy Store,1,0.18583854166666666,0.24809895833333334,0.4668888888888889,0.5813981481481482,0,-1,-1,-1,-1
Camera_Dataset/imagem1,,Contactos,1,0.6338333333333334,0.6939479166666668,0.34348148148148144,0.45035185185185184,0,-1,-1,-1,-1
Camera_Dataset/imagem1,,Música,1,0.527203125,0.58803125,0.48979629629629634,0.60175,0,-1,-1,-1,-1
Camera_Dataset/imagem1,,Definições,1,0.3153697916666667,0.37477083333333333,0.18062962962962964,0.2887777777777778,0,-1,-1,-1,-1
Camera_Dataset/imagem1,,Mensagem,1,0.6381302083333333,0.6982447916666668,0.6513703703703704,0.7658796296296296,0,-1,-1,-1,-1
Camera_Dataset/imagem1,,Câmara,1,0.526484375,0.5873177083333334,0.3409351851851852,0.44780555555555557,0,-1,-1,-1,-1
Camera_Dataset/imagem1,,S Health,1,0.40983854166666667,0.47281249999999997,0.6399166666666667,0.7506111111111111,0,-1,-1,-1,-1
Camera_Dataset/imagem1,,Galeria,1,0.6345520833333332,0.6968125000000001,0.4936111111111111,0.605574074074074,0,-1,-1,-1,-1
Camera_Dataset/imagem1,,Gestor Inteligente,1,0.17374479166666665,0.24172916666666666,0.628212962962963,0.7503518518518518,0,-1,-1,-1,-1
Camera_Dataset/imagem1,,Relógio,1,0.2044427083333333,0.2681354166666667,0.17426851851851852,0.28241666666666665,0,-1,-1,-1,-1
Camera_Dataset/imagem1,,Telefone,1,0.6302552083333333,0.6896562500000001,0.19971296296296295,0.3040462962962963,0,-1,-1,-1,-1
Camera_Dataset/imagem1,,Vídeo,1,0.5244114583333334,0.5888177083333334,0.6472962962962964,0.7592592592592593,0,-1,-1,-1,-1
Camera_Dataset/imagem1,,Calculadora,1,0.42271875,0.4821145833333333,0.19081481481481483,0.2900462962962963,0,-1,-1,-1,-1
Camera_Dataset/imagem1,,S Voice,1,0.4198541666666667,0.4785364583333333,0.334574074074074,0.4376296296296296,0,-1,-1,-1,-1
Camera_Dataset/imagem1,,Chrome,1,0.41778125,0.4735989583333333,0.4895370370370371,0.5887777777777777,0,-1,-1,-1,-1
Camera_Dataset/imagem1,,Rádio,1,0.30034374999999996,0.3661822916666667,0.47325,0.5903055555555555,0,-1,-1,-1,-1
Camera_Dataset/imagem1,,Ferramentas,1,0.29246875,0.3604583333333334,0.632287037037037,0.7531481481481481,0,-1,-1,-1,-1
Camera_Dataset/imagem10,,S Voice,1,0.419140625,0.4785364583333333,0.3333055555555556,0.4414444444444444,0,-1,-1,-1,-1
Camera_Dataset/imagem10,,E-mail,1,0.30678125,0.36904166666666666,0.3218518518518519,0.43,0,-1,-1,-1,-1
Camera_Dataset/imagem10,,Chrome,1,0.41627604166666665,0.4785364583333333,0.48979629629629634,0.5890277777777777,0,-1,-1,-1,-1
Camera_Dataset/imagem10,,S Planner,1,0.19583333333333333,0.25885416666666666,0.31422222222222224,0.4287222222222222,0,-1,-1,-1,-1
Camera_Dataset/imagem10,,Galeria,1,0.6345520833333332,0.6946666666666667,0.4936111111111111,0.60175,0,-1,-1,-1,-1
Camera_Dataset/imagem10,,Ferramentas,1,0.29246875,0.3590260416666667,0.6348333333333334,0.7569722222222222,0,-1,-1,-1,-1
Camera_Dataset/imagem10,,Telefone,1,0.6338333333333334,0.6910885416666667,0.20225925925925925,0.3053148148148148,0,-1,-1,-1,-1
Camera_Dataset/imagem10,,Mensagem,1,0.6395572916666666,0.6996718749999999,0.648824074074074,0.7671481481481481,0,-1,-1,-1,-1
Camera_Dataset/imagem10,,Relógio,1,0.20372916666666668,0.2667083333333334,0.17300000000000001,0.27732407407407406,0,-1,-1,-1,-1
Camera_Dataset/imagem10,,Internet,1,0.5279166666666667,0.5894635416666667,0.19971296296296295,0.29768518518518516,0,-1,-1,-1,-1
